11/24/2017 18:05:37	31.0	30.0	10.3275
11/24/2017 18:05:48	29.0	28.0	1.26582
11/24/2017 18:05:59	29.0	29.0	11.2022
11/24/2017 18:06:11	29.0	28.0	1.77215
11/24/2017 18:06:22	29.0	29.0	0.759494
11/24/2017 18:06:33	30.0	30.0	4.31472
11/24/2017 18:06:44	30.0	30.0	2.79898
11/24/2017 18:06:55	30.0	30.0	4.33673
11/24/2017 18:07:06	31.0	31.0	3.35917
11/24/2017 18:07:17	31.0	31.0	8.16327
11/24/2017 18:07:28	31.0	32.0	3.60825
11/24/2017 18:07:39	32.0	32.0	14.3223
11/24/2017 18:07:50	32.0	32.0	0.757576
11/24/2017 18:08:01	32.0	33.0	1.00756
11/24/2017 18:08:12	33.0	33.0	0.505051
11/24/2017 18:08:23	33.0	33.0	0.507614
11/24/2017 18:08:34	33.0	33.0	5.08906
11/24/2017 18:08:45	33.0	34.0	2.53807
11/24/2017 18:08:56	34.0	34.0	8.4399
11/24/2017 18:09:07	34.0	34.0	0.252525
11/24/2017 18:09:18	34.0	34.0	1.00503
11/24/2017 18:09:29	33.0	34.0	1.0101
11/24/2017 18:09:40	35.0	35.0	0.753769
11/24/2017 18:09:51	34.0	35.0	2.77778
11/24/2017 18:10:02	34.0	34.0	1.26582
11/24/2017 18:10:13	34.0	35.0	0.252525
11/24/2017 18:10:24	34.0	35.0	4.60358
11/24/2017 18:10:35	34.0	35.0	0.252525
11/24/2017 18:10:46	35.0	35.0	0.755668
11/24/2017 18:10:57	34.0	35.0	3.5533
11/24/2017 18:11:08	35.0	35.0	6.02007
11/24/2017 18:11:19	35.0	36.0	5.10204
11/24/2017 18:11:31	35.0	36.0	4.60358
11/24/2017 18:11:42	36.0	36.0	4.66667
11/24/2017 18:11:53	36.0	36.0	4.05405
11/24/2017 18:12:04	36.0	36.0	11.8557
11/24/2017 18:12:15	39.0	37.0	2.28426
11/24/2017 18:12:26	36.0	37.0	2.02532
11/24/2017 18:12:37	36.0	36.0	0.757576
11/24/2017 18:12:48	36.0	37.0	0.503778
11/24/2017 18:12:59	37.0	37.0	2.03046
11/24/2017 18:13:10	36.0	37.0	3.82653
11/24/2017 18:13:21	36.0	36.0	0.759494
11/24/2017 18:13:32	36.0	37.0	1.01266
11/24/2017 18:13:43	36.0	37.0	0.251889
11/24/2017 18:13:54	36.0	37.0	1.26582
11/24/2017 18:14:05	36.0	37.0	1.01266
11/24/2017 18:14:17	36.0	37.0	34.2466
11/24/2017 18:14:28	39.0	39.0	15.0538
11/24/2017 18:14:39	39.0	39.0	16.2304
11/24/2017 18:14:50	40.0	40.0	14.4357
11/24/2017 18:15:02	41.0	40.0	16.5789
11/24/2017 18:15:13	41.0	42.0	12.8272
11/24/2017 18:15:24	42.0	42.0	17.4142
11/24/2017 18:15:35	43.0	43.0	13.8743
11/24/2017 18:15:46	44.0	44.0	13.9842
11/24/2017 18:15:57	44.0	44.0	16.0105
11/24/2017 18:16:08	46.0	45.0	13.7203
11/24/2017 18:16:19	46.0	45.0	14.0212
11/24/2017 18:16:30	46.0	45.0	15.2632
11/24/2017 18:16:41	46.0	46.0	13.4211
11/24/2017 18:16:52	48.0	47.0	13.3508
11/24/2017 18:17:03	48.0	47.0	13.4565
11/24/2017 18:17:14	48.0	47.0	13.3508
11/24/2017 18:17:25	48.0	48.0	14.3979
11/24/2017 18:17:36	49.0	48.0	17.3432
11/24/2017 18:17:48	50.0	49.0	13.1805
11/24/2017 18:17:59	49.0	50.0	14.4737
11/24/2017 18:18:10	50.0	50.0	13.2275
11/24/2017 18:18:21	50.0	50.0	14.9606
11/24/2017 18:18:32	51.0	51.0	17.7083
11/24/2017 18:18:43	52.0	52.0	17.7083
11/24/2017 18:18:54	53.0	53.0	16.4491
11/24/2017 18:19:05	53.0	53.0	18.1579
11/24/2017 18:19:16	54.0	53.0	18.2768
11/24/2017 18:19:27	55.0	54.0	16.188
11/24/2017 18:19:38	55.0	54.0	14.9606
11/24/2017 18:19:49	55.0	55.0	13.3508
11/24/2017 18:20:00	55.0	55.0	13.1234
11/24/2017 18:20:11	55.0	55.0	11.6095
11/24/2017 18:20:22	56.0	55.0	11.8421
11/24/2017 18:20:33	56.0	55.0	12.336
11/24/2017 18:20:44	56.0	55.0	12.5326
11/24/2017 18:20:55	56.0	55.0	30.6667
11/24/2017 18:21:07	58.0	56.0	13.4921
11/24/2017 18:21:18	53.0	53.0	17.6166
11/24/2017 18:21:29	51.0	51.0	17.8756
11/24/2017 18:21:40	50.0	50.0	16.1039
11/24/2017 18:21:51	49.0	49.0	17.2324
11/24/2017 18:22:02	48.0	48.0	16.0526
11/24/2017 18:22:13	48.0	47.0	16.4021
11/24/2017 18:22:24	49.0	49.0	17.2324
11/24/2017 18:22:35	51.0	51.0	16.1376
11/24/2017 18:22:46	51.0	51.0	18.5864
11/24/2017 18:22:57	53.0	53.0	12.9288
11/24/2017 18:23:08	53.0	54.0	12.9288
11/24/2017 18:23:19	54.0	55.0	15.0794
11/24/2017 18:23:30	55.0	54.0	17.4603
11/24/2017 18:23:41	57.0	56.0	13.7566
11/24/2017 18:23:53	56.0	55.0	12.1693
11/24/2017 18:24:04	53.0	52.0	14.248
11/24/2017 18:24:15	51.0	51.0	12.5
11/24/2017 18:24:26	49.0	49.0	15.0794
11/24/2017 18:24:37	48.0	47.0	14.4772
11/24/2017 18:24:48	47.0	47.0	15.2406
11/24/2017 18:24:59	48.0	48.0	14.1333
11/24/2017 18:25:10	50.0	50.0	13.0319
11/24/2017 18:25:21	51.0	51.0	12.4668
11/24/2017 18:25:32	52.0	51.0	12.0735
11/24/2017 18:25:43	53.0	52.0	12.9288
11/24/2017 18:25:54	54.0	53.0	12.1053
11/24/2017 18:26:05	54.0	54.0	15.2231
11/24/2017 18:26:16	55.0	54.0	12.4011
11/24/2017 18:26:27	55.0	56.0	12.6316
11/24/2017 18:26:38	57.0	56.0	11.8734
11/24/2017 18:26:49	54.0	54.0	13.1926
11/24/2017 18:27:00	52.0	52.0	12.9288
11/24/2017 18:27:11	50.0	51.0	15.9269
11/24/2017 18:27:22	49.0	49.0	15.4047
11/24/2017 18:27:33	50.0	48.0	15.6658
11/24/2017 18:27:44	48.0	49.0	17.6781
11/24/2017 18:27:55	48.0	48.0	19.1601
11/24/2017 18:28:06	48.0	47.0	16.4456
11/24/2017 18:28:17	48.0	47.0	19.1601
11/24/2017 18:28:28	48.0	47.0	15.2231
11/24/2017 18:28:39	48.0	47.0	17.8947
11/24/2017 18:28:50	48.0	47.0	16.8421
11/24/2017 18:29:01	49.0	49.0	21.2202
11/24/2017 18:29:12	51.0	51.0	14.7757
11/24/2017 18:29:24	52.0	52.0	18.2292
11/24/2017 18:29:35	54.0	53.0	17.0157
11/24/2017 18:29:46	55.0	54.0	15.9686
11/24/2017 18:29:57	57.0	55.0	16.0105
11/24/2017 18:30:08	55.0	54.0	15.445
11/24/2017 18:30:19	53.0	52.0	17.5393
11/24/2017 18:30:30	51.0	51.0	16.4491
11/24/2017 18:30:41	50.0	50.0	17.0139
11/24/2017 18:30:52	49.0	48.0	18.4697
11/24/2017 18:31:03	49.0	48.0	15.1832
11/24/2017 18:31:14	49.0	48.0	17.0157
11/24/2017 18:31:25	47.0	47.0	15.9269
