09/27/2017 15:05:12	4.0Â	4.0Â	0.252525
09/27/2017 15:05:23	4.0Â	3.0Â	0.252525
09/27/2017 15:05:34	4.0Â	3.0Â	0.503778
09/27/2017 15:05:45	4.0Â	4.0Â	0.505051
09/27/2017 15:05:56	4.0Â	4.0Â	0
09/27/2017 15:06:07	5.0Â	4.0Â	0.503778
09/27/2017 15:06:18	4.0Â	4.0Â	0.505051
09/27/2017 15:06:30	3.0Â	4.0Â	0.253165
09/27/2017 15:06:41	4.0Â	4.0Â	0.505051
09/27/2017 15:06:52	5.0Â	4.0Â	0
09/27/2017 15:07:03	6.0Â	4.0Â	0.506329
09/27/2017 15:07:14	4.0Â	4.0Â	0.252525
09/27/2017 15:07:25	5.0Â	4.0Â	0.755668
09/27/2017 15:07:36	4.0Â	4.0Â	0.503778
09/27/2017 15:07:47	4.0Â	4.0Â	0.252525
09/27/2017 15:07:58	4.0Â	4.0Â	0
09/27/2017 15:08:09	4.0Â	4.0Â	0.503778
09/27/2017 15:08:20	4.0Â	4.0Â	0.252525
09/27/2017 15:08:31	3.0Â	4.0Â	0.505051
09/27/2017 15:08:42	4.0Â	4.0Â	0.252525
09/27/2017 15:08:53	4.0Â	4.0Â	0.503778
09/27/2017 15:09:04	5.0Â	4.0Â	0.252525
09/27/2017 15:09:15	4.0Â	4.0Â	0.755668
09/27/2017 15:09:26	4.0Â	4.0Â	0.503778
09/27/2017 15:09:37	3.0Â	4.0Â	0.506329
09/27/2017 15:09:48	3.0Â	4.0Â	0.755668
09/27/2017 15:09:59	4.0Â	4.0Â	0.753769
09/27/2017 15:10:10	3.0Â	4.0Â	0.253165
09/27/2017 15:10:21	3.0Â	4.0Â	0.252525
09/27/2017 15:10:32	4.0Â	4.0Â	0.252525
09/27/2017 15:10:43	4.0Â	4.0Â	3.30789
09/27/2017 15:10:54	4.0Â	4.0Â	2.80612
09/27/2017 15:11:05	4.0Â	3.0Â	5.88235
09/27/2017 15:11:16	4.0Â	4.0Â	2.03562
09/27/2017 15:11:27	4.0Â	4.0Â	1.78117
09/27/2017 15:11:38	4.0Â	4.0Â	1.78117
09/27/2017 15:11:49	4.0Â	4.0Â	4.11311
09/27/2017 15:12:00	4.0Â	4.0Â	3.07692
09/27/2017 15:12:11	4.0Â	4.0Â	2.30769
09/27/2017 15:12:22	4.0Â	4.0Â	2.80612
09/27/2017 15:12:33	4.0Â	4.0Â	73.0942
09/27/2017 15:12:46	5.0Â	5.0Â	21.2121
09/27/2017 15:12:58	7.0Â	7.0Â	22.4274
09/27/2017 15:13:09	9.0Â	9.0Â	26.0759
09/27/2017 15:13:20	0.0Â	0.0Â	22.9765
09/27/2017 15:13:31	1.0Â	1.0Â	26.4851
09/27/2017 15:13:42	3.0Â	2.0Â	21.5789
09/27/2017 15:13:53	4.0Â	3.0Â	24.147
09/27/2017 15:14:04	4.0Â	3.0Â	20.7895
09/27/2017 15:14:15	5.0Â	4.0Â	5.0Â	4.0Â	19.1099
09/27/2017 15:14:26	7.0Â	4.0Â	23.822
09/27/2017 15:14:37	7.0Â	6.0Â	20.5729
09/27/2017 15:14:48	6.0Â	5.0Â	20.4724
09/27/2017 15:14:59	3.0Â	2.0Â	19.6335
09/27/2017 15:15:10	1.0Â	1.0Â	20.8877
09/27/2017 15:15:21	1.0Â	0.0Â	20.8443
09/27/2017 15:15:32	0.0Â	9.0Â	20.9549
09/27/2017 15:15:43	9.0Â	8.0Â	22.365
09/27/2017 15:15:54	9.0Â	7.0Â	19.6286
09/27/2017 15:16:05	8.0Â	7.0Â	20.7349
09/27/2017 15:16:16	8.0Â	6.0Â	21.7848
09/27/2017 15:16:27	8.0Â	7.0Â	22.7749
09/27/2017 15:16:38	9.0Â	8.0Â	17.1958
09/27/2017 15:16:49	2.0Â	0.0Â	21.9895
09/27/2017 15:17:00	2.0Â	1.0Â	21.6
09/27/2017 15:17:11	3.0Â	3.0Â	19.5312
09/27/2017 15:17:22	5.0Â	4.0Â	21.671
09/27/2017 15:17:33	6.0Â	5.0Â	21.9251
09/27/2017 15:17:44	6.0Â	6.0Â	21.2766
09/27/2017 15:17:55	4.0Â	4.0Â	35.1064
09/27/2017 15:18:06	2.0Â	1.0Â	19.3634
09/27/2017 15:18:17	2.0Â	1.0Â	24.0106
09/27/2017 15:18:28	0.0Â	0.0Â	22.2513
09/27/2017 15:18:40	2.0Â	0.0Â	13.8743
09/27/2017 15:18:51	0.0Â	8.0Â	2.29592
09/27/2017 15:19:02	7.0Â	7.0Â	4.58015
