09/27/2017 14:56:23	3.0Â	0.0Â	11.3924
09/27/2017 14:56:34	9.0Â	8.0Â	0.507614
09/27/2017 14:56:45	8.0Â	7.0Â	0
09/27/2017 14:56:56	8.0Â	7.0Â	0.253807
09/27/2017 14:57:07	7.0Â	7.0Â	0.503778
09/27/2017 14:57:18	7.0Â	7.0Â	0.753769
09/27/2017 14:57:29	8.0Â	7.0Â	0.505051
09/27/2017 14:57:40	6.0Â	6.0Â	0.252525
09/27/2017 14:57:51	6.0Â	5.0Â	0.503778
09/27/2017 14:58:02	6.0Â	6.0Â	0.251889
09/27/2017 14:58:13	7.0Â	6.0Â	1.50754
09/27/2017 14:58:24	6.0Â	5.0Â	0.503778
09/27/2017 14:58:35	5.0Â	6.0Â	0.252525
09/27/2017 14:58:46	5.0Â	5.0Â	0.252525
09/27/2017 14:58:57	6.0Â	5.0Â	0.503778
09/27/2017 14:59:08	4.0Â	5.0Â	0.251889
09/27/2017 14:59:19	5.0Â	5.0Â	0.252525
09/27/2017 14:59:30	6.0Â	5.0Â	0.503778
09/27/2017 14:59:41	5.0Â	5.0Â	0.505051
09/27/2017 14:59:53	5.0Â	4.0Â	0.252525
09/27/2017 15:00:04	5.0Â	4.0Â	0.506329
09/27/2017 15:00:15	5.0Â	5.0Â	0.753769
09/27/2017 15:00:26	5.0Â	5.0Â	0.252525
09/27/2017 15:00:37	5.0Â	5.0Â	0.503778
09/27/2017 15:00:48	5.0Â	4.0Â	0.253165
09/27/2017 15:00:59	5.0Â	4.0Â	0.251889
09/27/2017 15:01:10	4.0Â	4.0Â	0.253165
09/27/2017 15:01:21	5.0Â	4.0Â	0.502513
09/27/2017 15:01:32	5.0Â	5.0Â	0.503778
09/27/2017 15:01:43	5.0Â	4.0Â	0.755668
09/27/2017 15:01:54	5.0Â	5.0Â	0.253165
09/27/2017 15:02:05	5.0Â	4.0Â	0.503778
09/27/2017 15:02:16	5.0Â	4.0Â	0.503778
09/27/2017 15:02:27	4.0Â	4.0Â	0.505051
09/27/2017 15:02:38	5.0Â	4.0Â	0.503778
09/27/2017 15:02:49	5.0Â	4.0Â	0.755668
09/27/2017 15:03:00	4.0Â	4.0Â	0.503778
09/27/2017 15:03:11	5.0Â	5.0Â	0.753769
09/27/2017 15:03:22	4.0Â	4.0Â	0.253165
09/27/2017 15:03:33	4.0Â	4.0Â	0.503778
09/27/2017 15:03:44	4.0Â	4.0Â	0.502513
09/27/2017 15:03:55	4.0Â	4.0Â	0.505051
09/27/2017 15:04:06	4.0Â	4.0Â	0.252525
09/27/2017 15:04:17	4.0Â	4.0Â	0.253807
09/27/2017 15:04:28	4.0Â	4.0Â	0.503778
09/27/2017 15:04:39	5.0Â	4.0Â	0.503778
09/27/2017 15:04:50	4.0Â	4.0Â	0.503778
09/27/2017 15:05:01	4.0Â	4.0Â	0.755668
